id_song,artist,title,url,Interprète,Auteurs,Compositeurs,Année
602,Dassin Joe,Siffler sur la colline,/fr/wiki/Siffler_sur_la_colline,Joe Dassin,,,1968
603,Dassin Joe,Taka takata (La femme du toréro),/fr/wiki/Taka_takata_(La_femme_du_tor%C3%A9ro),Joe Dassin,,,1972
604,Daumas Emma,Tu seras,/fr/wiki/Tu_seras,Emma Daumas,,,2003
605,Dave,Dansez maintenant,/fr/wiki/Dansez_maintenant,Dave,,,1975
606,Dave,Du côté de chez Swann,/fr/wiki/Du_c%C3%B4t%C3%A9_de_chez_Swann,Dave,,,1975
607,Dave,Est-ce par hasard ?,/fr/wiki/Est-ce_par_hasard_%3F,Dave,,,1977
608,Dave,Lettre à Hélène,/fr/wiki/Lettre_%C3%A0_H%C3%A9l%C3%A8ne,Dave,,,1978
609,Dave,Mon cœur est malade,/fr/wiki/Mon_c%C5%93ur_est_malade,Dave,,,1976
610,Dave,Vanina,/fr/wiki/Vanina,Dave,,,1974
611,David et Jonathan,Est-ce que tu viens pour les vacances ?,/fr/wiki/Est-ce_que_tu_viens_pour_les_vacances_%3F,David et Jonathan,,,1988
612,De Michele Graziella,Le pull-over blanc,/fr/wiki/Le_pull-over_blanc,Graziella de Michèle,,,1986
613,De Palmas Gérald,Au bord de l'eau,/fr/wiki/Au_bord_de_l%27eau,Gérald de Palmas,,,2009
614,De Palmas Gérald,Au paradis,/fr/wiki/Au_paradis,Gérald de Palmas,,,2004
615,De Palmas Gérald,Dans une larme,/fr/wiki/Dans_une_larme,Gérald de Palmas,,,2010
616,De Palmas Gérald,Elle habite ici,/fr/wiki/Elle_habite_ici,Gérald de Palmas,,,2004
617,De Palmas Gérald,Elle s'ennuie,/fr/wiki/Elle_s%27ennuie,Gérald de Palmas,,,2002
618,De Palmas Gérald,Il faut qu'on s'batte,/fr/wiki/Il_faut_qu%27on_s%27batte,Gérald de Palmas,,,2016
619,De Palmas Gérald,J'en rêve encore,/fr/wiki/J%27en_r%C3%AAve_encore,Gérald de Palmas,,,2000
620,De Palmas Gérald,L'étranger,/fr/wiki/L%27%C3%A9tranger,Gérald de Palmas,,,2011
621,De Palmas Gérald,Le jour de nos fiançailles,/fr/wiki/Le_jour_de_nos_fian%C3%A7ailles,Gérald de Palmas,,,2016
622,De Palmas Gérald,Mon cœur ne bat plus,/fr/wiki/Mon_c%C5%93ur_ne_bat_plus,Gérald de Palmas,,,2010
623,De Palmas Gérald,Regarde-moi bien en face,/fr/wiki/Regarde-moi_bien_en_face,Gérald de Palmas,,,2001
624,De Palmas Gérald,Sur la route,/fr/wiki/Sur_la_route_(G%C3%A9rald_de_Palmas),Gérald de Palmas,,,1995
625,De Palmas Gérald,Tomber,/fr/wiki/Tomber,Gérald de Palmas,,,2000
626,De Palmas Gérald,Une seule vie,/fr/wiki/Une_seule_vie,Gérald de Palmas,,,2000
627,De Pretto Eddy,Bateaux-mouches,/fr/wiki/Bateaux-mouches,Eddy de Pretto,,,2021
628,De Pretto Eddy,Fête de trop,/fr/wiki/F%C3%AAte_de_trop,Eddy de Pretto,,,2017
629,De Pretto Eddy,Kid,/fr/wiki/Kid,Eddy de Pretto,,,2017
630,Début de Soirée,Chance,/fr/wiki/Chance,Début De Soirée,,,1989
631,Début de Soirée,Jardins d'enfants,/fr/wiki/Jardins_d%27enfants,Début De Soirée,,,1989
632,Début de Soirée,La vie la nuit,/fr/wiki/La_vie_la_nuit,Début De Soirée,,,1988
633,Début de Soirée,Nuit de folie,/fr/wiki/Nuit_de_folie,Début de soirée,,,1988
634,Deguelt François,"Le ciel, le soleil et la mer","/fr/wiki/Le_ciel,_le_soleil_et_la_mer",François Deguelt,,,1965
635,Delavega Flo,Nous deux,/fr/wiki/Nous_deux,Flo Delavega,,,2020
636,Delavega Flo,Printemps éternel,/fr/wiki/Printemps_%C3%A9ternel,Flo Delavega,,,2020
637,Delerm Vincent,Fanny Ardant et moi,/fr/wiki/Fanny_Ardant_et_moi,Vincent Delerm,,,2002
638,Delerm Vincent,Tes parents,/fr/wiki/Tes_parents,Vincent Delerm,,,2002
639,Delon Alain,Comme au cinéma,/fr/wiki/Comme_au_cin%C3%A9ma,Alain Delon,,,1987
640,Delon Alain,Paroles paroles,/fr/wiki/Paroles_paroles,Dalida et Alain Delon,,,1973
641,Delpech Michel,Chez Laurette,/fr/wiki/Chez_Laurette,Michel Delpech,,,1965
642,Delpech Michel,Le chasseur,/fr/wiki/Le_chasseur,Michel Delpech,,,1974
643,Delpech Michel,Le Loir-et-Cher,/fr/wiki/Le_Loir-et-Cher,Michel Delpech,,,1977
644,Delpech Michel,Les divorcés,/fr/wiki/Les_divorc%C3%A9s,Michel Delpech,,,1973
645,Delpech Michel,Pour un flirt,/fr/wiki/Pour_un_flirt,Michel Delpech,,,1971
646,Delpech Michel,Quand j'étais chanteur,/fr/wiki/Quand_j%27%C3%A9tais_chanteur,Michel Delpech,,,1975
647,Delpech Michel,Que Marianne était jolie,/fr/wiki/Que_Marianne_%C3%A9tait_jolie,Michel Delpech,,,1973
648,Delpech Michel,Tu me fais planer,/fr/wiki/Tu_me_fais_planer,Michel Delpech,,,1976
649,Delpech Michel,Wight is wight,/fr/wiki/Wight_is_wight,Michel Delpech,,,1969
650,Demoiselles de Rochefort,Chanson des jumelles,/fr/wiki/Chanson_des_jumelles,"Anne Germain et Claude Parent dans ""Les demoiselles de Rochefort""",,,1967
651,Denzey Willy,Le mur du son,/fr/wiki/Le_mur_du_son,Willy Denzey,,,2003
652,Desireless,Voyage voyage,/fr/wiki/Voyage_voyage,Desireless,,,1986
653,Diam's,Confessions nocturnes,/fr/wiki/Confessions_nocturnes,Diam's et Vitaa,,,2006
654,Diam's,DJ,/fr/wiki/DJ,Diam's,,,2003
655,Diam's,Jeune demoiselle,/fr/wiki/Jeune_demoiselle,Diam's,,,2006
656,Diam's,La boulette,/fr/wiki/La_boulette,Diam's,,,2006
657,Dingler Cookie,Femme libérée,/fr/wiki/Femme_lib%C3%A9r%C3%A9e,Cookie Dingler,,,1984
658,Dion Céline,D'amour ou d'amitié,/fr/wiki/D%27amour_ou_d%27amiti%C3%A9,Céline Dion ,,,1982
659,Dion Céline,Dans un autre monde,/fr/wiki/Dans_un_autre_monde,Céline Dion,,,1998
660,Dion Céline,Destin,/fr/wiki/Destin,Céline Dion,,,1995
661,Dion Céline,En attendant ses pas,/fr/wiki/En_attendant_ses_pas,Céline Dion,,,1999
662,Dion Céline,Encore un soir,/fr/wiki/Encore_un_soir,Céline Dion,,,2016
663,Dion Céline,Je ne vous oublie pas,/fr/wiki/Je_ne_vous_oublie_pas,Céline Dion,,,2005
664,Dion Céline,Je sais pas,/fr/wiki/Je_sais_pas,Céline Dion,,,1995
665,Dion Céline,J'irai où tu iras,/fr/wiki/J%27irai_o%C3%B9_tu_iras,Céline Dion et Jean-Jacques Goldman,,,1995
666,Dion Céline,L'amour existe encore,/fr/wiki/L%27amour_existe_encore,Céline Dion,,,1991
667,Dion Céline,Le ballet,/fr/wiki/Le_ballet,Céline Dion,,,1995
668,Dion Céline,Les derniers seront les premiers,/fr/wiki/Les_derniers_seront_les_premiers,Céline Dion,,,1995
669,Dion Céline,Mon ami m'a quittée,/fr/wiki/Mon_ami_m%27a_quitt%C3%A9e,Céline Dion,,,1983
670,Dion Céline,Ne partez pas sans moi,/fr/wiki/Ne_partez_pas_sans_moi,Céline Dion,,,1988
671,Dion Céline,On ne change pas,/fr/wiki/On_ne_change_pas,Céline Dion,,,1998
672,Dion Céline,Parler à mon père,/fr/wiki/Parler_%C3%A0_mon_p%C3%A8re,Céline Dion,,,2012
673,Dion Céline,Pour que tu m'aimes encore,/fr/wiki/Pour_que_tu_m%27aimes_encore,Céline Dion,,,1995
674,Dion Céline,Prière païenne,/fr/wiki/Pri%C3%A8re_pa%C3%AFenne,Céline Dion,,,1995
675,Dion Céline,Regarde-moi,/fr/wiki/Regarde-moi,Céline Dion,,,1995
676,Dion Céline,S'il suffisait d'aimer,/fr/wiki/S%27il_suffisait_d%27aimer,Céline Dion,,,1998
677,Dion Céline,Sous le vent,/fr/wiki/Sous_le_vent,Céline Dion et Garou,,,2001
678,Dion Céline,Tout l'or des hommes,/fr/wiki/Tout_l%27or_des_hommes,Céline Dion,,,2003
679,Dion Céline,Zora sourit,/fr/wiki/Zora_sourit,Céline Dion,,,1998
680,Dionysos,Song for Jedi,/fr/wiki/Song_for_Jedi,Dionysos,,,2002
681,Dis l'Heure 2 Zouk,Laisse parler les gens,/fr/wiki/Laisse_parler_les_gens,Dis l'heure 2 zouk,,,2003
682,Disney,Ce rêve bleu,/fr/wiki/Ce_r%C3%AAve_bleu,"Karine Costa et Paolo Domingo dans ""Aladdin"" de Disney",,,1993
683,Disney,Je suis ton meilleur ami,/fr/wiki/Je_suis_ton_meilleur_ami,"Richard Darbois dans ""Aladdin"" de Disney",,,1993
684,Disney,Prince Ali,/fr/wiki/Prince_Ali,"Richard Darbois dans ""Aladdin"" de Disney",,,1993
685,Disney,C'est la fête,/fr/wiki/C%27est_la_f%C3%AAte,"""La belle et la bête"" de Disney",,,1991
686,Disney,Sifflez en travaillant,/fr/wiki/Sifflez_en_travaillant,Blanche Neige dans Disney,,,1937
687,Disney,"Un jour, mon prince viendra","/fr/wiki/Un_jour,_mon_prince_viendra","Blanche Neige et les 7 nains dans ""Disney""",,,1937
688,Disney,Ne parlons pas de Bruno,/fr/wiki/Ne_parlons_pas_de_Bruno,"Sharon Laloum, Julian Ortiz Cardona, Angèle Humeau, Tom Almodar, Kaycie Chase et Camille Timmerman dans Encanto",,,2021
689,Disney,De zéro en héros,/fr/wiki/De_z%C3%A9ro_en_h%C3%A9ros,Hercule dans Disney,,,1997
690,Disney,Partir là-bas,/fr/wiki/Partir_l%C3%A0-bas,"La Petite Sirène dans ""Walt Disney""",,,1989
691,Disney,Sous l'océan,/fr/wiki/Sous_l%27oc%C3%A9an,"Henri Salvador dans ""la Petite Sirène"" de Disney",,,1989
692,Disney,Libérée délivrée,/fr/wiki/Lib%C3%A9r%C3%A9e_d%C3%A9livr%C3%A9e,"Anaïs Delva dans ""La Reine des neiges"" de Disney",,,2013
693,Disney,Être un homme comme vous,/fr/wiki/%C3%8Atre_un_homme_comme_vous,"Ben l'Oncle Soul dans ""Le Livre de la jungle"" de Disney",,,2013
694,Disney,Il en faut peu pour être heureux,/fr/wiki/Il_en_faut_peu_pour_%C3%AAtre_heureux,"""Le livre de la jungle"" de Disney",,,1967
695,Disney,Je voudrais déjà être roi,/fr/wiki/Je_voudrais_d%C3%A9j%C3%A0_%C3%AAtre_roi,"Le Roi Lion dans ""Disney""",,,1994
696,Disney,L'amour brille sous les étoiles,/fr/wiki/L%27amour_brille_sous_les_%C3%A9toiles,"Emmanuel Curtil et Maïdi Roth dans ""le Roi Lion"" de Disney",,,1994
697,Disney,L'histoire de la vie,/fr/wiki/L%27histoire_de_la_vie,"Debbie Davis dans ""Le Roi Lion"" de Disney",,,1994
698,Disney,Supercalifragilisticexpialidocious,/fr/wiki/Supercalifragilisticexpialidocious,Mary Poppins ,,,1963
699,Disney,Comme un homme,/fr/wiki/Comme_un_homme,"Patrick Fiori dans ""Mulan"" de Disney",,,1998
700,Disney,L'air du vent,/fr/wiki/L%27air_du_vent,"Native dans ""Pocahontas"" de Disney",,,1995
701,Disney,Je veux y croire,/fr/wiki/Je_veux_y_croire,Maeva Méline et Emmanuel Dahl dans le Disney Raiponce,,,2010
702,Disney,Je voudrais,/fr/wiki/Je_voudrais,"Sara dans ""Raiponce"" de Disney",,,2010
703,Disney,Où est la vraie vie,/fr/wiki/O%C3%B9_est_la_vraie_vie,Maéva Méline dans Raiponce de Disney,,,2010
704,Disney,Je suis ton ami,/fr/wiki/Je_suis_ton_ami,"Charlélie Couture dans ""Toy Story"" de Disney",,,1995
705,Disney,Le bleu lumière,/fr/wiki/Le_bleu_lumi%C3%A8re,Vaiana la légende du bout du monde dans Disney,,,2016
706,Distel Sacha,La belle vie,/fr/wiki/La_belle_vie,Sacha Distel,,,1963
707,Distel Sacha,Le soleil de ma vie,/fr/wiki/Le_soleil_de_ma_vie,Sacha Distel & Brigitte Bardot,,,1973
708,Distel Sacha,L'incendie à Rio,/fr/wiki/L%27incendie_%C3%A0_Rio,Sacha Distel,,,1966
709,Distel Sacha,Scoubidou,/fr/wiki/Scoubidou,Sacha Distel,,,1959
710,Distel Sacha,Toute la pluie tombe sur moi,/fr/wiki/Toute_la_pluie_tombe_sur_moi,Sacha Distel,,,1970
711,Doc Gynéco,Né ici,/fr/wiki/N%C3%A9_ici,Doc Gyneco,,,1996
712,Doc Gynéco,Viens voir le docteur,/fr/wiki/Viens_voir_le_docteur,Doc Gynéco,,,1996
713,Dona Alice,Chanson hypocalorique,/fr/wiki/Chanson_hypocalorique,Alice Dona,,,1978
714,Doré Julien,Chou wasabi,/fr/wiki/Chou_wasabi,Julien Doré et Micky Green,,,2013
715,Doré Julien,Coco câline,/fr/wiki/Coco_c%C3%A2line,Julien Doré,,,2017
716,Doré Julien,Corbeau blanc,/fr/wiki/Corbeau_blanc,Julien Doré ,,,2013
717,Doré Julien,Kiki,/fr/wiki/Kiki,Julien Doré,,,2020
718,Doré Julien,Kiss me forever,/fr/wiki/Kiss_me_forever,Julien Doré,,,2011
719,Doré Julien,La fièvre,/fr/wiki/La_fi%C3%A8vre_(Julien_Dor%C3%A9),Julien Doré,,,2020
720,Doré Julien,Le lac,/fr/wiki/Le_lac,Julien Doré,,,2016
721,Doré Julien,Les limites,/fr/wiki/Les_limites,Julien Doré,,,2008
722,Doré Julien,Nous,/fr/wiki/Nous_(Julien_Dor%C3%A9),Julien Doré,,,2020
723,Doré Julien,Paris-Seychelles,/fr/wiki/Paris-Seychelles,Julien Doré,,,2013
724,Doré Julien,Porto-Vecchio,/fr/wiki/Porto-Vecchio,Julien Doré,,,2017
725,Doré Julien,Sublime et silence,/fr/wiki/Sublime_et_silence,Julien Doré,,,2016
726,Doré Julien,Waf,/fr/wiki/Waf,Julien Doré (feat. Simone & Jean-Marc),,,2020
727,Dorothée,Allô allô monsieur l'ordinateur,/fr/wiki/All%C3%B4_all%C3%B4_monsieur_l%27ordinateur,Dorothée,,,1985
728,Dorothée,Hou ! La menteuse,/fr/wiki/Hou_!_La_menteuse,Dorothée,,,1982
729,Dorothée,Tremblement de terre,/fr/wiki/Tremblement_de_terre,Dorothée,,,1989
730,Dufresne Diane,J'ai rencontré l'homme de ma vie,/fr/wiki/J%27ai_rencontr%C3%A9_l%27homme_de_ma_vie,Diane Dufresne,,,1973
731,Dujardin Jean (Brice de Nice),Le casse de Brice,/fr/wiki/Le_casse_de_Brice,"Jean Dujardin dans ""Brice de Nice""",,,2005
732,Dupray Anthony,Est-ce que toi aussi,/fr/wiki/Est-ce_que_toi_aussi,Anthony Dupray,,,1995
733,Duteil Yves,J'ai la guitare qui me démange,/fr/wiki/J%27ai_la_guitare_qui_me_d%C3%A9mange,Yves Duteil,,,1979
734,Duteil Yves,Le petit pont de bois,/fr/wiki/Le_petit_pont_de_bois,Yves Duteil,,,1977
735,Duteil Yves,Prendre un enfant,/fr/wiki/Prendre_un_enfant,Yves Duteil,,,1977
736,Duteil Yves,Tarentelle,/fr/wiki/Tarentelle,Yves Duteil,,,1977
737,Dutronc Jacques,"Et moi, et moi, et moi","/fr/wiki/Et_moi,_et_moi,_et_moi",Jacques Dutronc,,,1966
738,Dutronc Jacques,"Fais pas ci, fais pas ça","/fr/wiki/Fais_pas_ci,_fais_pas_%C3%A7a",Jacques Dutronc,,,1968
739,Dutronc Jacques,Gentleman cambrioleur,/fr/wiki/Gentleman_cambrioleur,Jacques Dutronc,,,1973
740,Dutronc Jacques,"Il est cinq heures, Paris s'éveille","/fr/wiki/Il_est_cinq_heures,_Paris_s%27%C3%A9veille",Jacques Dutronc,,,1968
741,Dutronc Jacques,J'aime les filles,/fr/wiki/J%27aime_les_filles,Jacques Dutronc,,,1967
742,Dutronc Jacques,L'aventurier,/fr/wiki/L%27aventurier_(Jacques_Dutronc),Jacques Dutronc,,,1970
743,Dutronc Jacques,La fille du père Noël,/fr/wiki/La_fille_du_p%C3%A8re_No%C3%ABl,Jacques Dutronc,,,1966
744,Dutronc Jacques,Le petit jardin,/fr/wiki/Le_petit_jardin,Jacques Dutronc,,,1972
745,Dutronc Jacques,Les cactus,/fr/wiki/Les_cactus,Jacques Dutronc,,,1966
746,Dutronc Jacques,Les playboys,/fr/wiki/Les_playboys,Jacques Dutronc,,,1966
747,Dutronc Jacques,L'hôtesse de l'air,/fr/wiki/L%27h%C3%B4tesse_de_l%27air,Jacques Dutronc,,,1969
748,Dutronc Jacques,L'opportuniste,/fr/wiki/L%27opportuniste,Jacques Dutronc,,,1968
749,Dutronc Thomas,Comme un manouche sans guitare,/fr/wiki/Comme_un_manouche_sans_guitare,Thomas Dutronc,,,2008
750,Dutronc Thomas,Demain,/fr/wiki/Demain_(Thomas_Dutronc),Thomas Dutronc,,,2011
751,Dutronc Thomas,J'aime plus Paris,/fr/wiki/J%27aime_plus_Paris,Thomas Dutronc,,,2007
752,Eicher Stephan,Combien de temps,/fr/wiki/Combien_de_temps,Stephan Eicher,,,1987
753,Eicher Stephan,Déjeuner en paix,/fr/wiki/D%C3%A9jeuner_en_paix,Stephan Eicher,,,1991
754,Eicher Stephan,"Des hauts, des bas","/fr/wiki/Des_hauts,_des_bas",Stephan Eicher,,,1993
755,Eicher Stephan,Pas d'ami (comme toi),/fr/wiki/Pas_d%27ami_(comme_toi),Stephan Eicher,,,1991
756,Élégance,Vacances j'oublie tout,/fr/wiki/Vacances_j%27oublie_tout,Élégance,,,1982
757,Élie Antoine,La rose et l'armure,/fr/wiki/La_rose_et_l%27armure,Antoine Elie,,,2019
758,Elsa,Jour de neige,/fr/wiki/Jour_de_neige,Elsa,,,1988
759,Elsa,Main dans la main,/fr/wiki/Main_dans_la_main,Elli et Jacno,,,1980
760,Elsa,Quelque chose dans mon cœur,/fr/wiki/Quelque_chose_dans_mon_c%C5%93ur,Elsa,,,1987
761,Elsa,T'en va pas,/fr/wiki/T%27en_va_pas,Elsa,,,1986
762,Elsa,Un roman d'amitié,/fr/wiki/Un_roman_d%27amiti%C3%A9,Glenn Medeiros et Elsa,,,1988
763,Elvis Roméo,Soleil,/fr/wiki/Soleil,Roméo Elvis,,,2019
764,Elvis Roméo,Tout oublier,/fr/wiki/Tout_oublier,Angèle et Roméo Elvis,"Angèle Van Laeken, Roméo Van Laeken, Tristan Salvati","Angèle Van Laeken, Roméo Van Laeken, Tristan Salvati",2018
765,Émilie Jolie,Chanson d'Émilie Jolie et du grand oiseau,/fr/wiki/Chanson_d%27%C3%89milie_Jolie_et_du_grand_oiseau,"Émilie et Julien Clerc dans ""Émilie Jolie""",,,1979
766,Émilie Jolie,Chanson de l'autruche,/fr/wiki/Chanson_de_l%27autruche,"Maurane dans ""Émilie Jolie""",,,1997
767,Emmanuelle,Premier baiser,/fr/wiki/Premier_baiser,"Emmanuelle (Générique de la série ""Premiers baisers"")",,,1986
768,Ensemble contre le sida,Noël ensemble,/fr/wiki/No%C3%ABl_ensemble,Ensemble contre le sida,,,2000
769,Ensemble contre le sida,Sa raison d'être,/fr/wiki/Sa_raison_d%27%C3%AAtre,Ensemble contre le Sida,,,1998
770,Enzo Enzo,Juste quelqu'un de bien,/fr/wiki/Juste_quelqu%27un_de_bien,Enzo Enzo,,,1994
771,Enzo Enzo,Les yeux ouverts,/fr/wiki/Les_yeux_ouverts,Enzo Enzo,,,1990
772,Es Imen,1ère fois,/fr/wiki/1%C3%A8re_fois,Imen Es & Alonzo,"Imen Es, Alonzo, Abou Debeing et Zaka2054","Imen Es, Alonzo, Abou Debeing, Zaka2054 et Abys One",2020
773,Es Imen,Jusqu'au bout,/fr/wiki/Jusqu%27au_bout,Amel Bent et Imen Es,,,2020
774,Escudero Leny,Pour une amourette,/fr/wiki/Pour_une_amourette,Leny Escudero,,,1962
775,Esnoult Elsa,Moi j'écrirai ton nom,/fr/wiki/Moi_j%27%C3%A9crirai_ton_nom,Elsa Esnoult,,,2021
776,Ester Pauline,Le monde est fou,/fr/wiki/Le_monde_est_fou,Pauline Ester,,,1990
777,Ester Pauline,"Oui, je l'adore","/fr/wiki/Oui,_je_l%27adore",Pauline Ester,,,1989
778,Eva,Cœur noir,/fr/wiki/C%C5%93ur_noir,Eva,,,2020
779,Fabian Lara,Bambina,/fr/wiki/Bambina,Lara Fabian,,,2001
780,Fabian Lara,Humana,/fr/wiki/Humana,Lara Fabian,,,1997
781,Fabian Lara,Immortelle,/fr/wiki/Immortelle,Lara Fabian,,,2002
782,Fabian Lara,Je t'aime,/fr/wiki/Je_t%27aime_(Lara_Fabian),Lara Fabian,,,1997
783,Fabian Lara,J'y crois encore,/fr/wiki/J%27y_crois_encore,Lara Fabian,,,2001
784,Fabian Lara,La différence,/fr/wiki/La_diff%C3%A9rence,Lara Fabian,,,1997
785,Fabian Lara,Ma vie dans la tienne,/fr/wiki/Ma_vie_dans_la_tienne,Lara Fabian,,,2015
786,Fabian Lara,Par amour,/fr/wiki/Par_amour,Lara Fabian,,,2019
787,Fabian Lara,Si tu m'aimes,/fr/wiki/Si_tu_m%27aimes,Lara Fabian,,,1998
788,Fabian Lara,Tout,/fr/wiki/Tout,Lara Fabian,,,1997
789,Fabian Lara,Tu es mon autre,/fr/wiki/Tu_es_mon_autre,Lara Fabian et Maurane ,,,2001
790,Farmer Mylène,Ainsi soit je,/fr/wiki/Ainsi_soit_je,Mylène Farmer,,,1988
791,Farmer Mylène,California,/fr/wiki/California,Mylène Farmer,,,1996
792,Farmer Mylène,C'est une belle journée,/fr/wiki/C%27est_une_belle_journ%C3%A9e,Mylène Farmer,,,2001
793,Farmer Mylène,Désenchantée,/fr/wiki/D%C3%A9senchant%C3%A9e,Mylène Farmer,,,1991
794,Farmer Mylène,L'âme dans l'eau,/fr/wiki/L%27%C3%A2me_dans_l%27eau,Mylène Farmer,,,2020
795,Farmer Mylène,L'âme-stram-gram,/fr/wiki/L%27%C3%A2me-stram-gram,Mylène Farmer,,,1999
796,Farmer Mylène,Les mots,/fr/wiki/Les_mots_(Myl%C3%A8ne_Farmer),Mylène Farmer et Seal,,,2001
797,Farmer Mylène,Libertine,/fr/wiki/Libertine,Mylène Farmer,,,1986
798,Farmer Mylène,L'instant X,/fr/wiki/L%27instant_X,Mylène Farmer,,,1995
799,Farmer Mylène,Maman a tort,/fr/wiki/Maman_a_tort,Mylène Farmer,,,1984
800,Farmer Mylène,Oui mais non,/fr/wiki/Oui_mais_non,Mylène Farmer ,,,2010
801,Farmer Mylène,Pourvu qu'elles soient douces,/fr/wiki/Pourvu_qu%27elles_soient_douces,Mylène Farmer,,,1988
802,Farmer Mylène,Rêver,/fr/wiki/R%C3%AAver,Mylène Farmer ,,,1995
803,Farmer Mylène,Sans contrefaçon,/fr/wiki/Sans_contrefa%C3%A7on,Mylène Farmer,,,1987
804,Farmer Mylène,XXL,/fr/wiki/XXL,Mylène Farmer,,,1995
805,Fatal Bazooka,Fous ta cagoule,/fr/wiki/Fous_ta_cagoule,Fatal Bazooka,,,2006
806,Fatal Bazooka,Parle à ma main,/fr/wiki/Parle_%C3%A0_ma_main,Fatal Bazooka et Yelle,,,2007
807,Faudel,Mon pays,/fr/wiki/Mon_pays_(Faudel),Faudel,,,2006
808,Faudel,Tellement je t'aime,/fr/wiki/Tellement_je_t%27aime,Faudel,,,1997
809,Faure Gaël,On dirait l'Islande,/fr/wiki/On_dirait_l%27Islande,Gaël Faure,,,2014
810,Faure Gaël,Tu me suivras,/fr/wiki/Tu_me_suivras,Gaël Faure,,,2014
811,Feldman François,Joue pas,/fr/wiki/Joue_pas,François Feldman et Joniece Jamison,,,1989
812,Feldman François,Joy,/fr/wiki/Joy,François Feldman,,,1991
813,Feldman François,Le mal de toi,/fr/wiki/Le_mal_de_toi,François Feldman,,,1987
814,Feldman François,Les valses de Vienne,/fr/wiki/Les_valses_de_Vienne,François Feldman,,,1989
815,Feldman François,Petit Frank,/fr/wiki/Petit_Frank,François Feldman,,,1990
816,Feldman François,Rien que pour toi,/fr/wiki/Rien_que_pour_toi,François Feldman,,,1986
817,Feldman François,Slave,/fr/wiki/Slave,François Feldman,,,1988
818,Fernandez Nilda,Nos fiançailles,/fr/wiki/Nos_fian%C3%A7ailles,Nilda Fernández,,,1991
819,Fernandel,Félicie aussi,/fr/wiki/F%C3%A9licie_aussi,Fernandel,,,1939
820,Fernandel,Ignace,/fr/wiki/Ignace,Fernandel,,,1937
821,Ferrat Jean,Aimer à perdre la raison,/fr/wiki/Aimer_%C3%A0_perdre_la_raison,Jean Ferrat,,,1971
822,Ferrat Jean,La montagne,/fr/wiki/La_montagne,Jean Ferrat,,,1964
823,Ferrat Jean,Que serais-je sans toi ?,/fr/wiki/Que_serais-je_sans_toi_%3F,Jean Ferrat,,,1964
824,Ferré Léo,Avec le temps,/fr/wiki/Avec_le_temps,Léo Ferré,,,1970
825,Ferré Léo,C'est extra,/fr/wiki/C%27est_extra,Léo Ferré,,,1969
826,Ferré Léo,Jolie môme,/fr/wiki/Jolie_m%C3%B4me,Léo Ferré,,,1960
827,Ferrer Nino,Je veux être noir,/fr/wiki/Je_veux_%C3%AAtre_noir,Nino Ferrer,,,1966
828,Ferrer Nino,La maison près de la fontaine,/fr/wiki/La_maison_pr%C3%A8s_de_la_fontaine,Nino Ferrer,,,1972
829,Ferrer Nino,La Rua Madureira,/fr/wiki/La_Rua_Madureira,Nino Ferrer,,,1969
830,Ferrer Nino,Le sud,/fr/wiki/Le_sud,Nino Ferrer,,,1975
831,Ferrer Nino,Le téléfon,/fr/wiki/Le_t%C3%A9l%C3%A9fon,Nino Ferrer,,,1967
832,Ferrer Nino,Les cornichons,/fr/wiki/Les_cornichons,Nino Ferrer,,,1965
833,Ferrer Nino,Mirza,/fr/wiki/Mirza,Nino Ferrer,,,1965
834,Ferrer Nino,Oh hé hein bon,/fr/wiki/Oh_h%C3%A9_hein_bon,Nino Ferrer,,,1966
835,Ferry Catherine,Bonjour bonjour,/fr/wiki/Bonjour_bonjour,Catherine Ferry,,,1982
836,Feu! Chatterton,Monde nouveau,/fr/wiki/Monde_nouveau,Feu! Chatterton,,,2021
837,Fight Aids,L'or de nos vies,/fr/wiki/L%27or_de_nos_vies,Le collectif Fight Aids (Amel Bent • Anggun • Bénabar • Benoît Poher • Corneille • Emma Daumas • Emmanuel Moire • Fabien Dubos • Florian Dubos • Jenifer • Leslie • M. Pokora • Nicolas Chassagne • Patrick Bruel • Roch Voisine • Stéphanie de Monaco • Tété)[1].,,,2006
838,Fiori Patrick,4 mots sur un piano,/fr/wiki/4_mots_sur_un_piano,"Jean Jacques Goldman, Patrick Fiori et Christine Ricol",,,2007
839,Fiori Patrick,J'y vais,/fr/wiki/J%27y_vais,Patrick Fiori & Florent Pagny,,,2020
840,Fiori Patrick,Les gens qu'on aime,/fr/wiki/Les_gens_qu%27on_aime,Patrick Fiori,Jean-Jacques Goldman,Jean-Jacques Goldman,2018
841,Fiori Patrick,Peut-être que peut-être,/fr/wiki/Peut-%C3%AAtre_que_peut-%C3%AAtre,Patrick Fiori,,,2010
842,Fiori Patrick,Que tu reviennes,/fr/wiki/Que_tu_reviennes,Patrick Fiori,,,2000
843,Fiori Patrick,Toutes les peines,/fr/wiki/Toutes_les_peines,Patrick Fiori,,,2005
844,Foly Liane,Au fur et à mesure,/fr/wiki/Au_fur_et_%C3%A0_mesure,Liane Foly,,,1990
845,Foly Liane,Ça va ça vient,/fr/wiki/%C3%87a_va_%C3%A7a_vient_(Liane_Foly),Liane Foly,,,1988
846,Foly Liane,Doucement,/fr/wiki/Doucement,Liane Foly,,,1993
